churn_status,session_length_seconds,session_count,event_count,closed_session_event_count,open_session_event_count,quest_completed_event_count,store_purchase_event_count,active_days
Churned,73016,200,1655,287,281,538,9,37
Churned,48426,71,707,155,156,130,4,18
Churned,368,1,7,2,2,0,0,1
Stayed,24127,102,634,123,123,87,10,45
Stayed,10,1,6,1,1,0,0,1
Churned,3436,11,129,18,18,15,0,9
Churned,6737,17,204,22,22,29,0,11
Churned,4,1,5,1,1,0,0,1
Stayed,392,4,33,8,8,0,0,2
Churned,4412,8,167,39,38,15,0,6
Churned,49,1,4,1,1,0,0,1
Stayed,193803,278,2885,683,676,206,2,30
Stayed,47728,61,1199,95,87,654,5,30
Stayed,109891,241,2866,302,302,1260,21,54
Stayed,58209,285,1603,345,344,218,7,55
Churned,8852,29,220,40,40,18,1,6
Stayed,166,1,11,4,4,0,0,1
Churned,3699,5,91,16,15,11,0,2
Stayed,49507,137,1013,210,196,250,3,42
Stayed,32528,244,1151,275,274,40,8,52
Stayed,9855,65,385,67,67,85,0,36
Churned,18952,45,447,86,84,96,3,18
Stayed,23466,40,464,72,69,83,0,10
Churned,4255,7,91,12,12,42,0,6
Stayed,1573,4,43,7,6,13,2,4
Churned,13,1,4,1,1,0,0,1
Stayed,65373,308,1209,405,400,57,8,47
Stayed,12511,156,663,191,191,2,24,47
Churned,236,2,12,4,3,0,0,1
Stayed,80338,176,1442,229,227,366,2,38
Churned,4665,17,135,24,24,14,2,9
Churned,2046,5,32,11,11,0,0,3
Churned,3882,4,117,6,6,17,0,2
Churned,8456,35,267,49,48,39,3,21
Stayed,45150,125,1117,166,165,405,1,43
Stayed,6104,43,329,57,57,17,1,29
Churned,293,1,17,2,2,2,0,1
Churned,3287,7,84,9,9,14,0,2
Stayed,37997,280,1367,322,323,54,5,53
Stayed,2394,10,62,13,13,7,0,9
Stayed,90227,295,1881,417,416,384,2,52
Churned,7,2,8,2,2,0,0,2
Stayed,234699,360,5337,590,576,1937,3,50
Churned,4694,4,109,14,14,16,0,2
Churned,129,1,5,1,1,0,0,1
Churned,688,1,10,3,3,0,0,1
Stayed,21084,38,464,53,52,130,60,25
Churned,19714,53,312,62,61,47,3,20
Stayed,144313,428,2192,680,679,107,11,55
Churned,2519,8,81,13,13,8,1,5
Churned,820,1,11,4,4,0,0,1
Churned,149,1,10,3,3,0,0,1
Churned,23684,20,405,42,41,98,1,9
Churned,13326,59,444,80,80,74,4,22
Stayed,0,1,1,0,0,0,0,1
Stayed,30686,29,442,65,62,161,0,4
Stayed,19858,35,415,68,67,91,2,9
Churned,110,1,4,1,1,0,0,1
Stayed,36725,190,1050,215,214,174,8,37
Stayed,1328,6,45,14,13,0,0,1
Stayed,100820,159,1771,300,295,642,0,52
Churned,3064,60,241,71,71,0,0,16
Churned,21499,38,762,80,76,49,16,13
Churned,248,1,14,3,3,0,0,1
Churned,3518,11,123,18,18,14,0,6
Stayed,143059,359,3238,464,465,1433,2,55
Churned,86230,132,1394,293,294,240,5,17
Stayed,180640,327,3005,649,645,1102,12,38
Churned,9038,6,172,17,17,16,1,2
Stayed,41355,91,1421,126,126,564,7,21
Stayed,25001,111,782,191,189,71,2,32
Stayed,53138,185,1267,264,262,174,51,53
Stayed,8158,24,182,40,40,16,1,15
Churned,233,1,12,3,3,0,0,1
Stayed,1771,4,34,4,4,11,0,3
Churned,14402,83,393,95,95,35,7,25
Churned,1218,4,20,5,4,0,0,4
Stayed,52073,84,961,154,155,44,4,13
Churned,33214,113,902,168,166,153,15,36
Churned,1434,5,51,7,7,7,0,3
Churned,443,1,19,3,3,1,0,1
Churned,28104,20,453,55,54,152,1,7
Churned,7,1,4,1,1,0,0,1
Stayed,291769,435,5280,694,694,2322,25,35
Churned,406,2,15,2,2,2,0,2
Churned,22302,45,501,79,77,155,0,25
Churned,55443,95,913,176,173,172,5,12
Churned,7482,9,129,22,22,7,0,2
Churned,2932,12,135,18,18,15,0,8
Stayed,110772,233,2820,294,293,1451,2,55
Churned,19141,69,563,118,118,20,4,27
Churned,4269,26,148,31,30,4,0,10
Churned,68046,140,1112,220,217,259,0,27
Churned,73956,116,1525,166,165,500,16,18
Stayed,155742,141,2465,400,398,421,38,30
Churned,11495,7,188,23,24,55,0,4
Stayed,122458,232,3203,297,325,1102,9,41
Churned,28973,42,625,80,78,106,2,13
Churned,102707,85,2727,239,233,1382,6,11
Stayed,3792,11,65,12,11,5,0,7
Stayed,25124,28,558,66,65,230,2,9
Churned,2,1,4,1,1,0,0,1
Stayed,251081,695,7670,1237,1264,2336,36,55
Churned,577,1,18,2,2,3,0,1
Stayed,63188,138,1166,215,206,50,4,49
Churned,485,7,28,8,8,0,0,5
Churned,10267,61,336,66,66,27,5,29
Churned,409,1,21,4,4,1,0,1
Churned,494,1,17,2,2,1,0,1
Churned,5177,12,155,19,19,32,1,5
Churned,209,2,13,4,4,0,0,2
Stayed,14249,24,241,49,48,22,1,9
Churned,8010,9,98,26,26,13,0,8
Stayed,15586,8,296,52,52,32,9,2
Stayed,145069,90,2426,160,161,1394,1,24
Stayed,17652,52,422,65,64,51,2,19
Churned,9439,9,292,20,19,29,0,3
Stayed,251,2,11,3,3,0,0,1
Stayed,38761,84,1053,128,133,135,4,14
Stayed,106233,105,2741,202,207,680,12,13
Churned,4296,7,155,14,14,9,0,3
Stayed,173308,153,4553,301,300,918,1,23
Churned,1519,3,31,8,8,0,0,2
Stayed,90328,173,1652,307,305,232,8,35
Churned,17666,24,259,34,33,47,2,11
Stayed,139629,78,2804,436,431,1316,3,13
Stayed,8623,42,292,74,74,1,2,10
Stayed,41317,316,1549,356,356,98,19,51
Stayed,402,1,18,2,2,1,0,1
Stayed,1574,14,57,15,15,0,0,9
Churned,1172,2,45,4,4,7,0,1
Stayed,351266,338,8624,904,904,4177,16,48
Churned,36,2,11,2,2,0,0,2
Stayed,81565,201,1301,294,294,188,3,46
Stayed,19952,38,252,44,46,29,2,19
Stayed,69285,167,1717,235,231,250,126,30
Stayed,2859,9,66,11,12,8,2,3
Stayed,23550,57,439,77,73,42,3,32
Churned,25,3,12,3,3,0,0,3
Churned,3379,2,87,13,13,23,0,2
Churned,5237,13,167,19,19,21,2,9
Churned,14,2,8,2,2,0,0,2
Churned,4419,11,94,21,20,12,0,6
Churned,684,2,17,3,3,2,0,2
Stayed,35938,104,695,145,144,86,3,31
Churned,9933,7,142,16,16,31,0,2
Churned,3757,4,121,6,6,10,0,3
Stayed,71209,116,999,207,204,60,6,13
Stayed,37785,185,977,243,244,73,12,27
Stayed,14152,44,294,52,51,15,2,25
Stayed,53815,85,1031,156,153,212,1,16
Churned,795,2,27,8,8,0,0,2
Stayed,21119,45,535,73,72,61,1,19
Stayed,121265,308,2557,559,558,256,7,51
Churned,97,1,4,1,1,0,0,1
Churned,8241,15,193,23,23,27,0,11
Stayed,55771,90,996,172,171,99,1,20
Churned,4754,5,74,12,12,10,0,2
Stayed,18283,126,615,149,148,33,0,45
Churned,163,1,6,2,2,0,0,1
Stayed,16613,18,394,67,67,29,0,10
Stayed,5271,11,139,34,34,14,2,7
Churned,1859,5,67,6,6,12,0,4
Stayed,228,2,8,2,2,0,0,2
Stayed,45363,158,826,193,189,16,11,55
Stayed,27015,32,558,66,63,61,1,5
Stayed,45,3,15,4,4,0,0,3
Churned,5123,10,166,16,16,16,0,5
Churned,667,1,22,6,6,0,0,1
Churned,1049,4,18,5,4,0,0,3
Churned,51,1,5,1,1,0,0,1
Stayed,143933,112,2244,413,403,688,8,27
Stayed,18943,17,274,55,55,19,0,11
Stayed,5383,10,139,20,20,39,0,4
Stayed,25594,129,617,163,163,41,2,40
Stayed,14520,28,276,43,39,27,0,14
Stayed,7067,27,219,35,35,9,1,15
Stayed,345405,86,6026,392,375,3910,9,9
Churned,2480,2,103,3,3,10,0,2
Churned,28751,153,782,185,184,69,0,41
Stayed,205984,324,2772,643,641,508,23,34
Churned,19387,38,464,67,64,132,1,20
Churned,1034,2,53,3,3,13,0,2
Churned,1096,1,20,3,3,1,0,1
Churned,2334,3,102,5,5,16,0,1
Churned,593,2,15,2,2,0,0,2
Churned,116,2,9,3,3,0,0,1
Stayed,5583,8,131,13,13,12,0,6
Churned,51012,140,1012,220,224,121,9,29
Churned,62,1,6,2,2,0,0,1
Churned,44115,37,464,115,114,24,1,6
Stayed,7034,16,201,28,27,39,0,11
Churned,129,2,11,2,2,0,0,2
Churned,1483,5,49,6,6,6,2,3
Churned,10,1,4,1,1,0,0,1
Stayed,11945,8,217,20,20,77,0,2
Churned,9338,21,280,44,43,20,2,3
Stayed,6736,6,152,24,24,21,0,3
Stayed,64708,98,1364,155,154,310,14,33
Churned,7392,28,192,43,41,13,3,17
Churned,9246,4,167,13,13,22,0,4
Stayed,61156,87,1115,172,164,171,0,25
Churned,1991,2,61,4,3,8,1,2
Churned,1822,5,76,6,6,14,0,4
Churned,1106,5,40,7,7,1,0,4
Churned,4289,2,94,8,8,10,0,1
Churned,264,1,7,2,2,0,0,1
Churned,504,1,18,2,2,2,0,1
Stayed,10096,20,212,24,24,87,0,15
Stayed,3620,5,63,6,6,15,0,5
Churned,3,1,5,1,1,0,0,1
Stayed,2895,4,94,6,6,21,0,4
Churned,10281,34,267,42,41,20,0,13
Stayed,68087,63,921,179,179,188,1,15
Stayed,52784,34,485,64,65,176,2,4
Churned,184,1,15,3,3,0,0,1
Churned,2854,14,100,17,17,26,1,11
Churned,1519,6,63,11,10,1,0,1
Stayed,25868,93,929,117,116,93,1,23
Churned,5708,8,138,14,14,19,0,4
Churned,6480,11,141,15,15,36,0,10
Stayed,6892,10,176,14,14,42,0,4
Stayed,131689,480,2177,591,582,73,21,55
Stayed,53159,37,1431,63,62,962,1,19
Churned,3767,7,126,12,12,13,0,3
Stayed,23497,94,649,117,116,143,17,39
Stayed,50941,69,1039,142,138,377,0,24
Stayed,18334,55,451,92,93,50,1,12
Churned,6,1,4,1,1,0,0,1
Churned,19688,49,388,81,81,67,0,20
Stayed,6774,11,115,21,21,14,0,5
Stayed,2903,2,26,5,5,6,0,2
Stayed,185266,192,3077,423,416,251,92,53
Stayed,26517,248,1100,290,289,14,2,55
Stayed,41118,38,876,79,79,201,4,12
Stayed,126829,214,2247,402,402,759,4,37
Churned,138,1,6,2,2,0,0,1
Stayed,6299,23,150,30,32,15,4,4
Stayed,19251,25,322,59,56,63,1,7
Churned,3217,4,111,5,5,20,0,2
Stayed,67580,94,1456,204,203,371,7,26
Churned,3478,3,111,6,6,17,0,2
Churned,23784,64,408,81,81,67,0,21
Stayed,41444,72,716,94,93,286,0,32
Stayed,291568,268,3519,541,543,1241,23,27
Stayed,2658,12,54,14,14,1,0,8
Stayed,164,1,9,2,2,0,0,1
Churned,9592,51,302,58,58,17,0,18
Churned,1465,3,23,6,6,0,0,1
Stayed,34821,248,1212,319,319,33,3,48
Stayed,19987,92,707,116,116,28,4,30
Stayed,91886,411,2511,506,504,468,8,55
Churned,45,1,4,1,1,0,0,1
Churned,4861,14,139,19,19,29,0,4
Stayed,184232,156,3519,383,375,1536,7,41
Stayed,76048,169,1938,219,222,209,1,42
Churned,649,2,9,2,2,0,0,2
Stayed,107795,197,1411,333,331,81,2,25
Churned,2499,11,96,19,19,9,0,7
Stayed,144829,94,2235,223,223,904,3,23
Stayed,37553,96,869,137,137,226,8,21
Stayed,108679,83,1873,232,234,383,2,17
Stayed,44859,108,863,149,148,193,12,32
Churned,4355,9,184,19,19,21,0,6
Churned,3093,5,68,9,9,6,0,3
Churned,4816,44,189,46,46,5,0,28
Stayed,1932,3,49,6,6,6,0,2
Stayed,242268,374,4144,546,538,1428,17,55
Stayed,1726,1,66,3,3,10,0,1
Churned,79,1,4,1,1,0,0,1
Churned,55,2,13,4,4,0,0,1
Stayed,38464,112,1186,192,189,187,6,36
Stayed,246253,249,2131,422,419,125,3,23
Stayed,10081,21,278,29,28,44,0,9
Churned,11383,12,217,29,29,24,0,2
Stayed,27623,83,593,103,104,121,11,40
Stayed,807,4,29,8,8,0,0,4
Churned,6775,30,209,44,44,28,0,16
Stayed,6202,13,131,18,17,15,2,7
Stayed,17581,55,474,75,75,45,0,19
Stayed,34437,34,547,105,103,62,1,10
Stayed,451406,648,7059,1513,1507,2227,24,55
Stayed,29050,46,793,61,62,84,7,20
Churned,1545,5,71,7,7,9,1,4
Stayed,219244,424,4170,749,751,1246,6,54
Churned,3831,11,94,14,14,29,0,9
Stayed,29298,31,458,87,76,55,0,12
Stayed,84966,96,929,124,122,200,3,26
Stayed,356,5,27,6,6,0,0,5
Stayed,8493,47,272,62,62,6,1,20
Stayed,330225,237,5621,800,800,1678,2,25
Stayed,6873,9,136,10,9,22,0,5
Stayed,436188,580,7062,1171,1161,2624,16,55
Stayed,94212,239,2737,392,391,1114,12,38
Stayed,10087,12,192,20,21,47,0,10
Stayed,49638,79,1148,179,180,94,1,18
Stayed,36804,97,1162,129,124,512,13,46
Churned,290,1,10,3,3,0,0,1
Churned,4929,7,175,15,15,28,2,3
Stayed,104206,347,1934,453,447,212,23,55
Stayed,1203,1,18,4,4,0,0,1
Stayed,42991,167,989,193,192,186,14,51
Churned,127,3,14,4,4,0,0,2
Churned,876,9,44,10,10,0,0,7
Stayed,9802,38,247,52,50,34,0,6
Stayed,12002,18,193,51,50,7,0,7
Churned,443,2,19,3,3,0,0,2
Stayed,33627,121,709,167,164,95,0,43
Churned,855,4,22,4,4,3,0,4
Stayed,180,1,3,1,0,0,0,1
Churned,7815,47,238,55,55,13,0,15
Stayed,3344,5,93,5,6,13,0,2
Churned,12179,29,286,45,45,26,2,8
Churned,9396,35,194,56,56,5,1,17
Churned,471,1,8,3,3,0,0,1
Churned,155,2,10,3,3,0,0,2
Churned,29993,67,682,125,125,94,2,7
Stayed,68008,163,1162,239,238,154,0,52
Churned,351,4,23,6,6,0,0,4
Churned,1772,3,27,7,6,0,0,2
Churned,949,2,33,5,5,2,0,2
Stayed,379,3,20,5,5,0,0,2
Stayed,18372,41,355,60,59,44,1,11
Churned,51673,41,768,139,133,143,2,11
Churned,66,1,7,2,2,0,0,1
Churned,54091,88,1120,136,135,235,5,30
Stayed,98486,101,1009,241,241,65,4,21
Churned,31391,79,1011,115,115,184,0,31
Churned,524,1,14,2,2,0,0,1
Churned,1001,6,35,7,7,4,0,5
Stayed,83859,319,2179,406,404,160,72,55
Stayed,1683,5,62,8,8,11,0,3
Stayed,38676,70,916,114,109,25,3,30
Churned,9255,13,202,23,23,37,0,3
Stayed,180,1,4,1,0,1,0,1
Stayed,8329,19,285,32,30,17,1,13
Churned,1630,11,80,18,17,9,0,6
Churned,163,5,20,6,6,0,0,2
Stayed,69272,97,1229,170,163,539,1,37
Churned,50703,94,842,184,184,173,10,32
Churned,2010,7,78,13,13,7,0,4
Churned,18107,18,216,27,27,54,0,8
Stayed,196455,438,2660,592,593,106,126,55
Churned,282,5,23,6,6,0,0,4
Churned,44837,41,682,132,130,96,0,10
Stayed,232277,403,3527,623,622,1064,14,55
Stayed,55804,117,986,203,201,126,3,14
Stayed,24728,20,447,59,53,78,0,7
Churned,2280,5,57,6,5,7,0,4
Stayed,167453,291,3510,505,502,1404,28,52
Stayed,209981,312,2185,425,426,250,1,26
Stayed,60445,163,1812,226,225,599,7,39
Churned,68359,153,1670,256,253,703,1,25
Churned,1435,4,74,5,5,10,1,1
Stayed,140909,170,2248,250,247,1024,17,33
Stayed,38464,186,897,228,226,52,0,48
Churned,1054,3,20,4,4,2,0,3
Stayed,7215,15,125,23,23,2,0,6
Stayed,25175,76,1736,96,97,215,0,28
Stayed,30910,43,1075,61,59,227,1,24
Stayed,327133,260,2228,447,449,309,25,37
Stayed,20495,11,221,38,38,18,47,8
Stayed,5935,32,230,38,38,23,1,10
Stayed,83,12,56,13,13,0,0,12
Stayed,25051,169,948,189,188,101,11,55
Stayed,156424,152,3478,292,292,1608,1,26
Churned,222,4,20,5,5,0,0,4
Churned,8280,21,152,35,36,14,0,13
Stayed,83766,75,1095,269,266,254,1,9
Churned,8023,6,210,24,23,14,0,5
Churned,133,3,13,3,3,0,0,3
Churned,3354,2,34,3,3,13,0,2
Stayed,7,1,4,1,1,0,0,1
Stayed,294193,280,5667,729,727,2483,5,40
Stayed,169666,188,3188,359,356,1083,6,39
Churned,10903,8,168,18,17,42,1,5
Churned,8406,21,180,38,37,24,0,12
Stayed,104254,164,1100,271,267,86,14,49
Stayed,154019,114,1974,300,298,297,2,26
Stayed,372393,452,7100,725,719,3489,9,38
Churned,66,2,8,2,2,0,0,2
Stayed,90404,296,1769,330,329,472,11,54
Stayed,4214,34,243,34,34,1,0,26
Churned,1065,1,33,3,3,6,0,1
Churned,6134,19,280,34,34,31,1,9
Stayed,66742,139,1594,239,238,516,4,36
Churned,739,1,23,2,2,5,0,1
Stayed,30163,74,411,80,82,24,0,45
Stayed,35890,100,867,141,140,44,9,26
Churned,1014,5,23,6,6,0,0,5
Stayed,17686,27,681,52,51,184,0,14
Churned,3277,5,130,7,7,23,0,4
Stayed,14515,26,317,46,44,32,3,9
Churned,3693,11,136,16,15,26,4,8
Stayed,15152,33,331,68,68,39,0,16
Churned,5486,16,178,25,26,33,0,5
Stayed,84810,68,1310,202,204,431,1,12
Stayed,14235,45,410,62,61,36,1,26
Stayed,35592,78,706,102,103,217,3,14
Stayed,4,1,4,1,1,0,0,1
Churned,82548,117,1160,335,330,25,3,29
Churned,444,2,24,7,7,0,0,1
Stayed,8325,29,185,51,48,0,0,16
Churned,748,1,28,2,2,7,0,1
Churned,1,1,4,1,1,0,0,1
Stayed,92767,115,1447,182,181,510,11,25
Stayed,63196,379,1576,457,457,16,8,55
Stayed,107204,126,2621,244,244,1123,14,30
Churned,162,2,10,3,3,0,0,2
Stayed,38057,125,916,149,146,244,4,18
Stayed,11029,20,323,37,37,30,0,8
Stayed,563,2,22,3,3,3,0,2
Churned,344,2,21,3,3,2,0,2
Stayed,13591,69,295,80,80,17,6,26
Stayed,27117,61,634,101,101,57,0,22
Stayed,31531,92,885,147,146,87,23,29
Stayed,391744,339,6114,987,984,1771,15,50
Churned,1176,1,11,3,3,0,0,1
Churned,1424,1,44,3,3,5,0,1
Stayed,2131,13,61,14,14,1,0,9
Stayed,7080,56,276,69,69,1,0,7
Stayed,20722,32,436,56,55,52,0,18
Stayed,20245,80,520,114,114,38,6,25
Churned,216,2,11,2,2,2,0,2
Stayed,178345,274,3129,322,316,848,3,38
Stayed,61057,59,1474,148,148,249,0,22
Churned,723,4,23,4,4,3,0,3
Churned,44713,86,816,168,164,75,7,25
Stayed,27462,19,528,77,76,124,2,7
Stayed,54194,80,1170,114,112,282,11,24
Stayed,7679,15,180,30,29,16,1,12
Churned,6,1,4,1,1,0,0,1
Stayed,148510,260,2879,564,562,260,41,37
Churned,256,1,15,2,2,0,0,1
Churned,13067,67,384,70,69,71,1,31
Stayed,5362,7,150,8,7,58,0,5
Churned,4158,7,103,12,12,16,0,4
Stayed,30877,49,582,78,76,63,1,13
Stayed,1609,3,27,6,6,1,0,1
Churned,38727,40,791,56,56,199,2,15
Churned,8375,21,144,31,29,33,0,11
Churned,7938,37,194,47,45,15,2,15
Churned,375,1,11,3,3,0,0,1
Churned,8395,12,162,23,23,22,1,4
Churned,2364,1,58,4,4,6,0,1
Churned,1145,7,38,10,9,0,0,6
Stayed,685,1,7,2,2,0,0,1
Stayed,184746,139,2396,323,322,914,9,27
Churned,39,3,16,4,4,0,0,3
Stayed,117014,194,3048,542,537,1214,1,45
Stayed,82870,247,2713,390,385,79,5,55
Stayed,6769,14,85,17,16,0,0,11
Churned,11729,70,322,76,76,10,1,31
Churned,3142,7,116,14,14,10,1,3
Stayed,14186,11,223,28,28,40,0,5
Churned,55411,193,1662,240,240,736,6,45
Stayed,4384,14,108,20,20,15,0,11
Stayed,104216,318,2757,411,408,1056,0,37
Stayed,216977,275,2695,504,501,627,28,55
Churned,1319,2,60,3,2,13,0,2
Stayed,86123,64,1931,167,168,921,5,16
Churned,657,1,25,3,3,4,0,1
Stayed,54736,226,1153,243,239,115,15,55
Stayed,20784,46,385,72,69,99,0,15
Stayed,33564,47,726,110,107,38,0,17
Stayed,45220,42,686,100,100,42,2,13
Stayed,6854,11,106,21,21,13,1,9
Stayed,48951,97,1004,152,152,52,11,11
Stayed,8337,29,204,34,34,38,0,17
Stayed,95,4,13,3,3,0,0,3
Stayed,13393,49,367,61,61,55,0,25
Stayed,12681,22,245,41,39,47,0,11
Churned,66,1,4,1,1,0,0,1
Stayed,111207,329,1816,451,445,185,7,54
Stayed,33662,136,845,185,184,79,27,32
Stayed,22337,34,423,55,56,67,0,13
Stayed,7373,13,165,16,16,47,0,6
Stayed,55843,148,1018,197,195,125,16,44
Stayed,292,3,18,4,4,2,0,3
Stayed,6822,25,216,50,50,19,0,16
Churned,354,2,22,4,4,1,0,2
Churned,505,1,17,2,2,2,0,1
Churned,14203,33,279,43,42,47,1,15
Stayed,1162,2,11,4,4,0,0,1
Churned,5131,19,114,21,21,19,0,11
Stayed,167968,327,2396,530,526,347,20,47
Churned,2116,10,54,11,11,6,0,10
Churned,802,3,16,4,4,0,0,3
Churned,557,2,12,2,2,0,0,2
Stayed,5891,17,132,21,18,31,0,9
Churned,249,3,16,4,4,0,0,3
Churned,3461,17,73,16,16,0,0,11
Stayed,2242,5,64,9,9,5,0,2
Stayed,297041,150,5992,470,465,3752,5,24
Stayed,47383,243,1318,270,269,267,0,53
Stayed,7234,5,134,8,8,42,0,3
Stayed,27411,26,483,42,44,86,2,4
Stayed,37685,67,691,86,83,46,2,34
Stayed,20142,103,644,126,125,82,10,32
Churned,13221,41,251,58,58,24,2,20
Churned,1515,1,63,4,4,10,0,1
Stayed,5320,87,377,90,89,11,0,47
Stayed,290,1,18,2,2,1,0,1
Churned,16519,42,430,69,69,101,0,20
Churned,287,2,22,7,7,0,0,2
Churned,4068,10,155,12,13,17,0,2
Churned,2628,9,64,12,12,12,0,5
Stayed,9484,16,103,28,28,1,0,6
Stayed,11282,28,283,50,50,30,0,15
Stayed,3,1,4,1,1,0,0,1
Churned,1225,6,56,8,8,4,0,3
Stayed,31938,35,605,72,71,235,1,17
Stayed,18795,74,417,102,99,12,0,30
Stayed,22799,75,575,162,161,30,8,24
Stayed,112947,484,2996,601,605,616,38,55
Churned,41536,75,651,103,101,169,5,29
Churned,5058,3,91,7,7,11,0,2
Stayed,30622,74,573,109,110,91,5,26
Churned,1749,4,23,7,6,0,0,3
Stayed,119716,204,3310,345,346,1674,0,48
Stayed,81258,103,764,182,177,38,3,33
Churned,401,2,11,4,4,0,0,1
Stayed,50480,46,1018,89,89,529,4,20
Churned,8917,51,272,66,66,6,0,24
Churned,272,3,13,3,2,0,0,3
Stayed,12656,11,224,23,22,24,0,8
Stayed,16,1,4,1,1,0,0,1
Stayed,46314,69,1147,134,134,89,13,22
Stayed,2776,8,94,10,10,11,0,6
Stayed,91219,389,2439,514,510,498,38,55
Stayed,38358,143,1053,189,189,156,9,45
Stayed,68472,224,2756,331,361,758,7,51
Churned,1017,2,34,3,3,5,0,2
Churned,5696,5,190,11,11,20,0,3
Stayed,7447,26,205,40,38,21,1,20
Churned,2041,3,84,7,7,8,0,2
Stayed,64320,234,1376,297,297,274,15,55
Churned,1490,4,45,9,9,2,0,3
Churned,2801,3,38,7,7,2,1,3
Stayed,21338,59,490,97,96,53,22,27
Stayed,225460,358,2516,633,632,56,110,49
Stayed,7251,14,199,22,21,89,1,13
Stayed,79528,117,1699,178,177,685,5,35
Churned,1019,2,87,4,4,3,0,2
Churned,4138,13,172,19,19,13,0,7
Stayed,56798,170,1327,229,227,352,9,53
Stayed,33898,28,503,62,61,48,1,10
Stayed,945,2,23,3,3,1,0,1
Churned,5980,12,99,17,16,23,0,10
Churned,244,5,35,10,10,0,0,4
Stayed,8181,32,233,47,47,67,0,11
Churned,2625,15,76,18,17,0,1,10
Churned,88,1,6,1,1,0,0,1
Churned,1664,8,43,11,11,0,0,6
Stayed,174126,147,1250,241,242,83,9,14
Stayed,29515,40,413,77,75,67,0,16
Stayed,233906,331,4591,678,679,1660,9,30
Stayed,319,1,10,3,3,0,0,1
Churned,1167,2,20,3,3,1,0,2
Stayed,94194,84,2448,150,149,907,336,32
Stayed,3646,37,206,39,39,2,0,23
Churned,778,2,22,4,3,1,0,1
Churned,14517,46,399,49,49,129,7,21
Stayed,124105,254,2156,333,332,621,22,55
Stayed,45408,32,624,84,82,99,0,12
Churned,9,1,4,1,1,0,0,1
Churned,120,1,13,4,4,0,0,1
Stayed,16447,19,329,30,29,110,0,11
Churned,96912,248,2402,333,332,1077,21,28
Churned,12,1,6,2,2,0,0,1
Stayed,27587,99,691,122,125,119,4,19
Churned,409,1,17,2,2,2,0,1
Stayed,81829,133,1879,195,194,779,3,45
Stayed,4463,4,182,6,7,16,0,4
Churned,8552,84,392,93,93,46,2,32
Stayed,5489,11,108,12,13,16,0,4
Stayed,125719,322,2972,543,548,457,7,42
Stayed,97620,397,3496,484,483,1496,7,55
Stayed,51642,123,1243,203,202,240,9,43
Stayed,3873,10,132,16,15,19,2,7
Churned,4677,1,58,13,13,5,0,1
Stayed,27186,113,610,134,135,25,3,27
Stayed,6539,15,181,32,32,29,0,6
Stayed,28004,85,516,134,134,16,8,31
Stayed,4199,12,136,16,18,20,0,6
Stayed,111111,125,2425,253,254,763,2,34
Churned,1327,2,25,5,5,1,0,2
Churned,15833,51,500,60,60,26,1,13
Stayed,92071,75,1910,161,156,967,1,24
Churned,4437,2,98,9,9,13,0,2
Churned,23481,64,415,91,91,42,0,22
Stayed,13326,42,229,51,50,21,0,13
Stayed,70814,240,1689,294,293,594,4,55
Churned,1535,3,45,4,4,7,0,2
Churned,7266,9,105,20,20,7,0,2
Stayed,130537,435,3332,486,482,854,223,55
Churned,3563,7,114,13,13,13,0,5
Stayed,7014,9,218,20,20,20,1,3
Churned,14197,15,187,29,29,20,0,6
Stayed,8141,77,359,83,83,49,0,43
Stayed,19560,28,328,50,50,46,0,13
Stayed,228490,175,3483,443,431,775,15,48
Stayed,31893,20,491,32,31,100,7,11
Stayed,63807,95,1675,152,149,894,0,43
Churned,14670,29,297,53,52,23,0,10
Stayed,1294,10,49,10,10,9,0,5
Churned,2913,5,171,6,6,14,0,3
Churned,1404,4,57,6,7,6,0,1
Stayed,14175,38,288,51,49,40,0,17
Stayed,10601,83,431,103,102,5,1,31
Stayed,212139,264,3372,427,424,1433,23,28
Churned,2727,2,110,6,6,6,0,2
Stayed,76422,283,1791,455,398,55,2,51
Stayed,256495,419,3961,792,788,811,18,37
Stayed,44029,103,795,135,134,140,5,30
Churned,3027,4,68,7,7,6,0,3
Churned,4891,1,368,18,18,8,53,1
Stayed,1598,14,73,17,17,4,0,11
Stayed,3995,17,125,19,18,16,1,3
Stayed,48887,129,1003,159,155,120,7,42
Churned,34612,68,629,133,123,24,4,19
Churned,196,1,5,1,1,0,0,1
Stayed,20469,50,491,68,68,158,3,10
Churned,16670,25,224,41,41,19,1,7
Stayed,21643,68,761,92,91,62,33,16
Stayed,19409,47,376,72,72,39,2,9
Churned,5976,18,212,22,22,25,0,11
Stayed,5869,4,136,8,8,15,1,3
Stayed,17522,72,454,92,91,35,1,29
Stayed,3169,5,53,8,8,3,0,5
Churned,7,2,8,2,2,0,0,1
Stayed,5504,10,144,21,21,15,0,5
Stayed,45761,201,1148,225,226,203,18,49
Stayed,20500,22,731,42,40,130,1,7
Churned,2417,16,133,22,22,10,0,12
Churned,7,1,4,1,1,0,0,1
Churned,5359,4,146,9,9,14,0,3
Stayed,286790,316,5396,589,586,2751,21,37
Churned,49,1,6,2,2,0,0,1
Stayed,47929,120,1625,166,165,537,18,44
Churned,54,2,5,1,1,0,0,2
Stayed,40,1,4,1,1,0,0,1
Churned,1238,1,32,2,2,6,0,1
